OrderDate,ProductID,ProductName,Quantity,expected_no_promo,uplift
2025-05-24,T0137,Traditional Doll 70,3,1.291792631149292,1.708207368850708
2025-05-26,T0137,Traditional Doll 70,4,2.6126017570495605,1.3873982429504395
2025-06-08,T0137,Traditional Doll 70,1,2.0396218299865723,-1.0396218299865723
2025-06-09,T0137,Traditional Doll 70,2,2.1571197509765625,-0.1571197509765625
2025-06-11,T0137,Traditional Doll 70,2,1.7789666652679443,0.22103333473205566
2025-06-16,T0137,Traditional Doll 70,3,1.7258286476135254,1.2741713523864746
2025-06-18,T0137,Traditional Doll 70,2,1.9437381029129028,0.05626189708709717
2025-06-20,T0137,Traditional Doll 70,3,1.845246434211731,1.154753565788269
2025-06-24,T0137,Traditional Doll 70,1,1.519409418106079,-0.5194094181060791
2025-06-26,T0137,Traditional Doll 70,2,1.2284104824066162,0.7715895175933838
2025-07-04,T0137,Traditional Doll 70,1,2.4222240447998047,-1.4222240447998047
2025-07-05,T0137,Traditional Doll 70,8,1.370603084564209,6.629396915435791
2025-07-08,T0137,Traditional Doll 70,2,1.088222861289978,0.911777138710022
2025-07-10,T0137,Traditional Doll 70,2,1.6385724544525146,0.36142754554748535
