OrderDate,ProductID,ProductName,Quantity,expected_no_promo,uplift
2025-05-22,P0134,Lipstick 27,3,0.9827237129211426,2.0172762870788574
2025-05-26,P0134,Lipstick 27,2,2.1059606075286865,-0.10596060752868652
2025-05-27,P0134,Lipstick 27,2,1.373319387435913,0.6266806125640869
2025-06-02,P0134,Lipstick 27,2,1.2221195697784424,0.7778804302215576
2025-06-09,P0134,Lipstick 27,1,2.130789041519165,-1.130789041519165
2025-06-13,P0134,Lipstick 27,2,0.7791908979415894,1.2208091020584106
2025-06-17,P0134,Lipstick 27,1,2.6314377784729004,-1.6314377784729004
2025-06-18,P0134,Lipstick 27,3,1.304610013961792,1.695389986038208
2025-06-19,P0134,Lipstick 27,2,0.6903848052024841,1.3096151947975159
2025-06-20,P0134,Lipstick 27,1,1.4412479400634766,-0.44124794006347656
2025-06-30,P0134,Lipstick 27,4,1.2298126220703125,2.7701873779296875
