OrderDate,ProductID,ProductName,Quantity,expected_no_promo,uplift
2025-05-14,P0114,Perfume 30,5,1.323278546333313,3.676721453666687
2025-05-21,P0114,Perfume 30,2,1.1468384265899658,0.8531615734100342
2025-05-23,P0114,Perfume 30,2,1.3996344804763794,0.6003655195236206
2025-05-25,P0114,Perfume 30,5,1.0117602348327637,3.9882397651672363
2025-05-30,P0114,Perfume 30,3,2.341109275817871,0.6588907241821289
2025-05-31,P0114,Perfume 30,2,1.4690359830856323,0.5309640169143677
2025-06-02,P0114,Perfume 30,1,2.1010093688964844,-1.1010093688964844
2025-06-04,P0114,Perfume 30,2,2.780210494995117,-0.7802104949951172
2025-06-08,P0114,Perfume 30,1,1.9820374250411987,-0.9820374250411987
2025-06-11,P0114,Perfume 30,6,1.6788009405136108,4.321199059486389
2025-06-16,P0114,Perfume 30,3,3.372758626937866,-0.3727586269378662
2025-06-18,P0114,Perfume 30,2,1.9163738489151,0.0836261510848999
2025-06-26,P0114,Perfume 30,1,1.6704988479614258,-0.6704988479614258
2025-06-29,P0114,Perfume 30,2,1.850073218345642,0.1499267816543579
