OrderDate,ProductID,ProductName,Quantity,expected_no_promo,uplift
2024-01-07,P0088,Dicta Beverage (BrandX),7.38,3.68493390083313,3.69506609916687
2024-01-14,P0088,Dicta Beverage (BrandX),2.35,2.313206911087036,0.036793088912963956
2024-01-30,P0088,Dicta Beverage (BrandX),1.89,2.7264726161956787,-0.8364726161956788
2024-02-10,P0088,Dicta Beverage (BrandX),2.46,3.3641700744628906,-0.9041700744628907
2024-02-19,P0088,Dicta Beverage (BrandX),0.75,2.097932815551758,-1.3479328155517578
2024-02-27,P0088,Dicta Beverage (BrandX),5.12,3.421546220779419,1.6984537792205812
2024-03-06,P0088,Dicta Beverage (BrandX),3.17,3.851797103881836,-0.681797103881836
2024-03-21,P0088,Dicta Beverage (BrandX),2.28,1.5587877035140991,0.7212122964859007
2024-03-27,P0088,Dicta Beverage (BrandX),6.35,2.3160834312438965,4.033916568756103
2024-03-29,P0088,Dicta Beverage (BrandX),9.09,2.6338679790496826,6.456132020950317
2024-04-07,P0088,Dicta Beverage (BrandX),3.46,2.78488826751709,0.6751117324829101
2024-04-08,P0088,Dicta Beverage (BrandX),6.6,3.585634469985962,3.0143655300140377
2024-04-10,P0088,Dicta Beverage (BrandX),2.6,3.987644672393799,-1.3876446723937987
2024-04-13,P0088,Dicta Beverage (BrandX),2.18,4.391047477722168,-2.211047477722168
2024-04-19,P0088,Dicta Beverage (BrandX),1.91,4.496853351593018,-2.5868533515930174
2024-04-23,P0088,Dicta Beverage (BrandX),5.27,4.469375133514404,0.8006248664855953
2024-04-27,P0088,Dicta Beverage (BrandX),4.32,2.4919815063476562,1.828018493652344
2024-04-30,P0088,Dicta Beverage (BrandX),4.67,2.8638908863067627,1.8061091136932372
2024-05-02,P0088,Dicta Beverage (BrandX),2.72,3.4035942554473877,-0.6835942554473875
2024-05-20,P0088,Dicta Beverage (BrandX),1.23,2.506462812423706,-1.276462812423706
2024-06-07,P0088,Dicta Beverage (BrandX),2.56,4.968134880065918,-2.408134880065918
2024-06-13,P0088,Dicta Beverage (BrandX),2.0,4.586431503295898,-2.5864315032958984
2024-06-15,P0088,Dicta Beverage (BrandX),5.97,4.017787456512451,1.9522125434875486
2024-06-17,P0088,Dicta Beverage (BrandX),2.73,2.272878408432007,0.45712159156799315
2024-06-29,P0088,Dicta Beverage (BrandX),1.21,3.111921787261963,-1.901921787261963
2024-07-04,P0088,Dicta Beverage (BrandX),6.38,2.668872833251953,3.7111271667480468
2024-07-06,P0088,Dicta Beverage (BrandX),2.58,3.9634199142456055,-1.3834199142456054
2024-07-09,P0088,Dicta Beverage (BrandX),2.42,3.086392641067505,-0.666392641067505
2024-07-26,P0088,Dicta Beverage (BrandX),3.26,3.8553695678710938,-0.595369567871094
2024-07-29,P0088,Dicta Beverage (BrandX),0.83,4.124048233032227,-3.2940482330322265
2024-08-12,P0088,Dicta Beverage (BrandX),3.93,2.9149954319000244,1.0150045680999757
2024-08-19,P0088,Dicta Beverage (BrandX),1.65,4.343890190124512,-2.693890190124512
2024-09-06,P0088,Dicta Beverage (BrandX),3.0,2.83274245262146,0.16725754737854004
2024-09-08,P0088,Dicta Beverage (BrandX),3.27,2.367523670196533,0.9024763298034668
2024-09-28,P0088,Dicta Beverage (BrandX),3.2,2.6117124557495117,0.5882875442504885
2024-10-08,P0088,Dicta Beverage (BrandX),6.7,3.6690967082977295,3.0309032917022707
2024-10-11,P0088,Dicta Beverage (BrandX),6.66,3.7357356548309326,2.9242643451690675
2024-10-14,P0088,Dicta Beverage (BrandX),4.39,4.0981831550598145,0.2918168449401852
2024-10-15,P0088,Dicta Beverage (BrandX),2.48,3.8645994663238525,-1.3845994663238526
2024-10-24,P0088,Dicta Beverage (BrandX),6.58,3.507908582687378,3.072091417312622
2024-10-25,P0088,Dicta Beverage (BrandX),5.1,3.419347047805786,1.6806529521942135
2024-10-26,P0088,Dicta Beverage (BrandX),4.12,5.451910972595215,-1.3319109725952147
2024-10-27,P0088,Dicta Beverage (BrandX),3.46,3.4366514682769775,0.023348531723022425
2024-10-29,P0088,Dicta Beverage (BrandX),4.52,3.7166738510131836,0.803326148986816
2024-11-03,P0088,Dicta Beverage (BrandX),3.65,3.3359384536743164,0.3140615463256835
2024-11-05,P0088,Dicta Beverage (BrandX),2.42,2.99489164352417,-0.57489164352417
2024-11-09,P0088,Dicta Beverage (BrandX),2.72,3.6609442234039307,-0.9409442234039305
2024-11-12,P0088,Dicta Beverage (BrandX),4.18,3.2260637283325195,0.9539362716674802
2024-11-13,P0088,Dicta Beverage (BrandX),1.8,3.2282052040100098,-1.4282052040100097
2024-12-09,P0088,Dicta Beverage (BrandX),1.04,4.136098384857178,-3.0960983848571777
2024-12-12,P0088,Dicta Beverage (BrandX),0.51,3.8860766887664795,-3.3760766887664797
2024-12-15,P0088,Dicta Beverage (BrandX),4.44,1.9017843008041382,2.538215699195862
2024-12-22,P0088,Dicta Beverage (BrandX),0.85,2.5127217769622803,-1.6627217769622802
2024-12-28,P0088,Dicta Beverage (BrandX),0.1,5.411240100860596,-5.311240100860596
