OrderDate,ProductID,ProductName,Quantity,expected_no_promo,uplift
2025-05-15,T0047,Remote Car 79,2,1.1003575325012207,0.8996424674987793
2025-05-28,T0047,Remote Car 79,3,1.8615020513534546,1.1384979486465454
2025-06-05,T0047,Remote Car 79,3,2.0446505546569824,0.9553494453430176
2025-06-08,T0047,Remote Car 79,2,4.582924842834473,-2.5829248428344727
2025-06-09,T0047,Remote Car 79,2,1.8431041240692139,0.15689587593078613
2025-06-11,T0047,Remote Car 79,3,1.9974738359451294,1.0025261640548706
2025-06-16,T0047,Remote Car 79,1,1.8530076742172241,-0.8530076742172241
2025-06-17,T0047,Remote Car 79,1,1.2373089790344238,-0.23730897903442383
2025-06-23,T0047,Remote Car 79,2,0.9602544903755188,1.0397455096244812
2025-06-24,T0047,Remote Car 79,3,1.0743972063064575,1.9256027936935425
2025-06-25,T0047,Remote Car 79,4,1.7439934015274048,2.256006598472595
2025-07-01,T0047,Remote Car 79,1,2.57792329788208,-1.57792329788208
2025-07-06,T0047,Remote Car 79,6,2.3224973678588867,3.6775026321411133
