OrderDate,ProductID,ProductName,Quantity,expected_no_promo,uplift
2025-05-14,T0099,Bullock Cart Toy 38,1,1.529510498046875,-0.529510498046875
2025-05-21,T0099,Bullock Cart Toy 38,5,1.0767301321029663,3.9232698678970337
2025-05-23,T0099,Bullock Cart Toy 38,3,1.570237398147583,1.429762601852417
2025-05-26,T0099,Bullock Cart Toy 38,2,1.6466350555419922,0.3533649444580078
2025-05-28,T0099,Bullock Cart Toy 38,1,2.042046308517456,-1.042046308517456
2025-05-29,T0099,Bullock Cart Toy 38,3,1.878198266029358,1.121801733970642
2025-05-30,T0099,Bullock Cart Toy 38,1,1.4888986349105835,-0.4888986349105835
2025-06-03,T0099,Bullock Cart Toy 38,6,1.0162723064422607,4.983727693557739
2025-06-05,T0099,Bullock Cart Toy 38,1,1.6384358406066895,-0.6384358406066895
2025-06-10,T0099,Bullock Cart Toy 38,1,1.0509133338928223,-0.050913333892822266
2025-06-11,T0099,Bullock Cart Toy 38,2,0.9899529218673706,1.0100470781326294
2025-06-14,T0099,Bullock Cart Toy 38,3,1.5678350925445557,1.4321649074554443
2025-06-17,T0099,Bullock Cart Toy 38,2,2.528042793273926,-0.5280427932739258
2025-06-26,T0099,Bullock Cart Toy 38,1,2.015162706375122,-1.015162706375122
2025-07-04,T0099,Bullock Cart Toy 38,1,1.9922764301300049,-0.9922764301300049
2025-07-07,T0099,Bullock Cart Toy 38,2,1.380924105644226,0.6190758943557739
2025-07-09,T0099,Bullock Cart Toy 38,3,0.918529212474823,2.081470787525177
