OrderDate,ProductID,ProductName,Quantity,expected_no_promo,uplift
2025-05-13,T0075,Warrior Figurine 80,1,1.3247395753860474,-0.32473957538604736
2025-05-16,T0075,Warrior Figurine 80,2,1.1823898553848267,0.8176101446151733
2025-05-19,T0075,Warrior Figurine 80,2,2.6185524463653564,-0.6185524463653564
2025-05-24,T0075,Warrior Figurine 80,1,2.396293878555298,-1.3962938785552979
2025-05-25,T0075,Warrior Figurine 80,5,2.07955002784729,2.92044997215271
2025-05-29,T0075,Warrior Figurine 80,2,1.8257014751434326,0.17429852485656738
2025-06-08,T0075,Warrior Figurine 80,3,1.7916611433029175,1.2083388566970825
2025-06-09,T0075,Warrior Figurine 80,1,0.8442583680152893,0.1557416319847107
2025-06-13,T0075,Warrior Figurine 80,2,2.0059590339660645,-0.005959033966064453
2025-06-16,T0075,Warrior Figurine 80,5,1.2539135217666626,3.7460864782333374
2025-06-18,T0075,Warrior Figurine 80,3,2.2751920223236084,0.7248079776763916
2025-06-23,T0075,Warrior Figurine 80,3,2.7981984615325928,0.20180153846740723
