OrderDate,ProductID,ProductName,Quantity,expected_no_promo,uplift
2024-01-01,P0049,Apples (Local),3.41,2.6249334812164307,0.7850665187835695
2024-01-09,P0049,Apples (Local),2.89,4.067010402679443,-1.1770104026794432
2024-01-10,P0049,Apples (Local),6.43,4.318454742431641,2.111545257568359
2024-01-17,P0049,Apples (Local),1.34,3.392184257507324,-2.0521842575073244
2024-01-20,P0049,Apples (Local),4.62,2.743208408355713,1.8767915916442872
2024-01-21,P0049,Apples (Local),4.88,4.209043025970459,0.6709569740295409
2024-01-26,P0049,Apples (Local),1.29,2.8253321647644043,-1.5353321647644043
2024-02-04,P0049,Apples (Local),7.16,4.683385372161865,2.476614627838135
2024-02-05,P0049,Apples (Local),4.6,2.5407865047454834,2.0592134952545162
2024-02-09,P0049,Apples (Local),0.1,2.051405906677246,-1.951405906677246
2024-02-10,P0049,Apples (Local),2.78,3.097092390060425,-0.317092390060425
2024-02-15,P0049,Apples (Local),4.4,2.503815174102783,1.8961848258972172
2024-02-17,P0049,Apples (Local),4.45,2.976421594619751,1.4735784053802492
2024-02-18,P0049,Apples (Local),0.1,3.7615694999694824,-3.6615694999694823
2024-03-03,P0049,Apples (Local),3.44,3.6689705848693848,-0.22897058486938482
2024-03-10,P0049,Apples (Local),2.81,5.28128719329834,-2.47128719329834
2024-03-21,P0049,Apples (Local),1.86,2.2074155807495117,-0.3474155807495116
2024-04-04,P0049,Apples (Local),5.17,2.2234928607940674,2.9465071392059325
2024-04-19,P0049,Apples (Local),4.1,3.9279732704162598,0.17202672958373988
2024-04-23,P0049,Apples (Local),2.06,2.721349000930786,-0.6613490009307861
2024-04-25,P0049,Apples (Local),3.5,3.2418246269226074,0.2581753730773926
2024-05-22,P0049,Apples (Local),2.15,2.2363481521606445,-0.08634815216064462
2024-05-25,P0049,Apples (Local),0.1,3.240734100341797,-3.140734100341797
2024-05-30,P0049,Apples (Local),6.55,3.9771413803100586,2.5728586196899412
2024-06-01,P0049,Apples (Local),7.83,2.334705114364624,5.495294885635376
2024-06-02,P0049,Apples (Local),4.05,2.445161819458008,1.604838180541992
2024-06-05,P0049,Apples (Local),4.25,4.157135963439941,0.0928640365600586
2024-06-07,P0049,Apples (Local),2.47,3.556913137435913,-1.086913137435913
2024-06-14,P0049,Apples (Local),4.33,2.8212058544158936,1.5087941455841065
2024-06-25,P0049,Apples (Local),0.1,2.8609519004821777,-2.7609519004821776
2024-07-02,P0049,Apples (Local),1.6,2.410452127456665,-0.810452127456665
2024-07-03,P0049,Apples (Local),3.34,2.6299548149108887,0.7100451850891112
2024-07-18,P0049,Apples (Local),3.88,4.119012832641602,-0.23901283264160167
2024-07-21,P0049,Apples (Local),4.35,3.2806198596954346,1.069380140304565
2024-07-25,P0049,Apples (Local),5.59,2.912358045578003,2.677641954421997
2024-07-29,P0049,Apples (Local),0.87,1.7542539834976196,-0.8842539834976196
2024-08-02,P0049,Apples (Local),4.53,2.2975215911865234,2.232478408813477
2024-08-08,P0049,Apples (Local),3.42,3.6588730812072754,-0.23887308120727546
2024-08-12,P0049,Apples (Local),0.1,3.1088039875030518,-3.0088039875030517
2024-08-16,P0049,Apples (Local),4.38,1.9830114841461182,2.3969885158538817
2024-08-24,P0049,Apples (Local),5.19,2.996929883956909,2.193070116043091
2024-08-26,P0049,Apples (Local),0.1,2.5528972148895264,-2.4528972148895263
2024-09-01,P0049,Apples (Local),2.82,2.7613351345062256,0.058664865493774254
2024-09-22,P0049,Apples (Local),3.72,3.196502447128296,0.5234975528717043
2024-09-24,P0049,Apples (Local),4.35,2.966744899749756,1.3832551002502438
2024-09-30,P0049,Apples (Local),3.67,3.945953369140625,-0.27595336914062507
2024-10-03,P0049,Apples (Local),2.29,4.360960006713867,-2.070960006713867
2024-10-15,P0049,Apples (Local),0.81,1.9264191389083862,-1.1164191389083862
2024-10-16,P0049,Apples (Local),3.16,1.8902842998504639,1.2697157001495363
2024-10-17,P0049,Apples (Local),3.45,2.509516954421997,0.9404830455780031
2024-10-27,P0049,Apples (Local),1.5,2.3392887115478516,-0.8392887115478516
2024-10-28,P0049,Apples (Local),5.63,4.112218379974365,1.5177816200256347
2024-10-29,P0049,Apples (Local),2.69,1.8556958436965942,0.8343041563034057
2024-11-04,P0049,Apples (Local),0.67,3.2978994846343994,-2.6278994846343995
2024-11-09,P0049,Apples (Local),4.33,2.2626659870147705,2.0673340129852296
2024-11-12,P0049,Apples (Local),0.17,2.413548469543457,-2.243548469543457
2024-11-15,P0049,Apples (Local),3.14,5.316754341125488,-2.176754341125488
2024-11-16,P0049,Apples (Local),5.1,3.5163826942443848,1.5836173057556149
2024-12-02,P0049,Apples (Local),2.61,2.8080503940582275,-0.19805039405822766
2024-12-06,P0049,Apples (Local),0.1,4.398873805999756,-4.298873805999756
2024-12-08,P0049,Apples (Local),0.1,4.218836784362793,-4.118836784362793
2024-12-09,P0049,Apples (Local),1.58,2.227262496948242,-0.6472624969482421
2024-12-11,P0049,Apples (Local),4.75,1.9114640951156616,2.8385359048843384
2024-12-12,P0049,Apples (Local),4.9,2.439359426498413,2.4606405735015873
2024-12-14,P0049,Apples (Local),4.04,2.8461754322052,1.1938245677947998
2024-12-15,P0049,Apples (Local),3.73,2.0737810134887695,1.6562189865112305
2024-12-17,P0049,Apples (Local),3.51,1.8769553899765015,1.6330446100234983
2024-12-23,P0049,Apples (Local),2.57,3.339033603668213,-0.769033603668213
2024-12-26,P0049,Apples (Local),5.17,1.882339596748352,3.287660403251648
