OrderDate,ProductID,ProductName,Quantity,expected_no_promo,uplift
2025-05-13,T0077,Channapatna Doll 78,3,8.457944869995117,-5.457944869995117
2025-05-15,T0077,Channapatna Doll 78,2,8.542082786560059,-6.542082786560059
2025-05-18,T0077,Channapatna Doll 78,1,1.0715162754058838,-0.07151627540588379
2025-05-25,T0077,Channapatna Doll 78,3,2.729968786239624,0.270031213760376
2025-05-31,T0077,Channapatna Doll 78,3,2.3730130195617676,0.6269869804382324
2025-06-01,T0077,Channapatna Doll 78,1,1.3930424451828003,-0.3930424451828003
2025-06-02,T0077,Channapatna Doll 78,1,1.1048731803894043,-0.1048731803894043
2025-06-05,T0077,Channapatna Doll 78,4,2.541611671447754,1.458388328552246
2025-06-09,T0077,Channapatna Doll 78,2,1.0428752899169922,0.9571247100830078
2025-06-23,T0077,Channapatna Doll 78,1,1.1819541454315186,-0.18195414543151855
2025-06-27,T0077,Channapatna Doll 78,1,1.4948946237564087,-0.4948946237564087
2025-07-10,T0077,Channapatna Doll 78,4,1.0292490720748901,2.97075092792511
