OrderDate,ProductID,ProductName,Quantity,expected_no_promo,uplift
2025-05-14,P0103,Shirt 64,2,1.3446720838546753,0.6553279161453247
2025-05-16,P0103,Shirt 64,4,1.5643117427825928,2.4356882572174072
2025-05-17,P0103,Shirt 64,1,1.748514175415039,-0.7485141754150391
2025-05-20,P0103,Shirt 64,1,1.8633801937103271,-0.8633801937103271
2025-05-26,P0103,Shirt 64,1,1.6009554862976074,-0.6009554862976074
2025-05-28,P0103,Shirt 64,3,1.8788615465164185,1.1211384534835815
2025-06-11,P0103,Shirt 64,1,1.5279550552368164,-0.5279550552368164
2025-06-16,P0103,Shirt 64,1,2.033529043197632,-1.0335290431976318
2025-06-22,P0103,Shirt 64,3,1.1541283130645752,1.8458716869354248
2025-06-29,P0103,Shirt 64,3,1.8899043798446655,1.1100956201553345
2025-07-03,P0103,Shirt 64,2,0.9892091155052185,1.0107908844947815
2025-07-09,P0103,Shirt 64,3,1.7209445238113403,1.2790554761886597
